channelId,collabo_level
UCoYAES5_W_APO1ITGfTMZQg,5
UCZUTVk0R9V8pLMKKwV0Ab5w,5
UCznNjQ1e-U01Puhz0cWNm9g,5
UCizybmN9SQ_V_L3hVcPSf5Q,5
UC7hYwJ0qChPWo9LUocv2ufw,5
UCKuG9aLmm7S02EoM0zBdThA,5
UCVWyIZjJFuKDKAncFbl-_dA,5
UCrNuaBMd4TYpOZ57xDl8cuQ,5
UCNIonjMaAmANjS2Xm2Km3zA,5
UCtehV-RMpKKAoL-kds5iyjQ,5
UC0LXAhHz-IJeXwvklew_jig,5
UCmCdDbgUTHNaqgEoRRj_Fag,5
UCX35JkgOjZAZwZ2sgccZS4w,5
UCxfRuUTS3jZuYaJ0M7bfHxQ,5
UC60n_skWolYG_VC_ciTc5lw,5
UCTC5wAC7pq62fk0wKb8abcg,5
UCINhXRrneYdfhbz8QQka6WA,5
UC2kI5KnUHmqsPg9eKn9zaIw,5
UCoa2zSUFMy-R1ieP2M7-owQ,5
UCZX5lhPBhsIvpGQyunxjCDw,5
UCznd7y4CE_AzdVHrN2sa8Ew,5
UCj18lIBYB9nFE6zmxHIWwVQ,5
UC7k3n2gEK9MZk9F1WMNgaqg,5
UCKvYa1SWqJXNqcvlmh7qW0Q,5
UC9sy29NHncic-RH2iu9ELyQ,5
UCVY0X5laPEw50vMBvNlG8Jg,5
UCKYG7SAFljWZukOmvls4JFQ,5
UCrOzbFX5vN_uqsALTcbfJZw,5
UCbF5xOeqwFJuiV5YIBohqtw,5
UCNKNK1aBkc3kQiapyL73pvA,5
UCCjeQsSEUXSdoeswjMIPTKw,5
UCtk6tfRyQZDt7ArbyyqGGkg,5
UCdTQ95kqcYSAkULiu3Lm04A,5
UCPcgHU8AxygP_v48XR_vIMw,5
UCF0D8qqep7DOl3Ug0DbPrug,5
UCQ1VMMSwYZnxEtbbHCmnJeg,5
UCFYDfMQcgK-J8UVCAjjZxWQ,5
UC02fPBmeiCsdn8lizDOcbLQ,5
UCltrSv6vApKWCOCGgh3Xu0A,5
UCWnfJDk9mFkbO258TPpekUA,5
UCx75tsELw0rmXG5i2_sXf4g,5
UCgPXVwqMR-V0BATLQxcG_bw,5
UC5_nDyH-003dh1nZy8lVHlg,5
UCSmQU4p-lVLF7Uc0ZL_I19Q,5
UCI5LyrU5xtmt5utMwDgF-jg,5
UC2S6rPELArimAzefPK_uGkQ,5
UCZKGi2kzHJ3CZJW8h8AIDeQ,5
UCzaqkqp-3Mwpg_HHE8BQ1BQ,5
UCiadVeDTYyO24BkqU6j_mng,5
UCKazUhH9AEihTcDgSMq4oSA,5
UC9inVQNCR-HP99ZOOQayOHA,5
UCVB16vOi24WElLNbbmOFFsA,5
UCzTEn0GHqXv8hicThMTt6FQ,5
UCOSEsnkS1AEWoJAZ2RNu-QA,5
UCJDnthYM8F8EBi8vZsG-AJw,5
UC_4vvWFmJze9FJ-3vEcrwCg,5
UCaaoV1P5_zxFDz64OMHEftg,5
UCqyAz9fwovv4F1y9otgrSRQ,5
UCBA_83vc0is2amh_u6Wq_cQ,5
UCRGoi4YW5afhZukGo3P8H_Q,5
UCcxrqK_bERO9gwkueh19Ptg,5
UCtMyj58Dj5wXIy-RvEN9xPQ,5
UCDbxnl785V4TmRZuz_oh3xw,5
UCTsKTG-8jOTNJbMHkWg0cDg,5
UCfE5hpVioVgrEw87yzidr0w,5
UCftcQ8uj7sMw-Gm5_aGPPhA,5
UCv_AjYa5tKIgcJqQ-2M1hPw,5
UCwGF1XNtpbZ3uf_C9Q1oBHg,5
UCLfE0bUt77NDsSado-6b2Mg,5
UCGWZtHLzEyN4Y3yuBem3yZQ,5
UCXMZ4cV6o-QoRFO5dCz7bOQ,5
UChr4CqdJd5ZqeWW135Q1EoQ,5
UCzCItWumFXjjq9Xrb_lvUqw,5
UCOCIOfX8iDq7t7MHc5WuWUg,5
UCIx8Bw7IEaYfioC-40xxx1g,5
UCZpszs4x7JjZXOoJYjZ63Nw,5
UCaWChLJF24HDzteT8u0EYnw,5
UCqonh5jTD9DjXsXqtYSWB1w,5
UCkKjuJc-WBn88fRXbzjCyEw,5
UClTVLp2GUUBKtyVdHdODRwQ,5
UCAXPDnlQ6vzokSt5s5Ji8Cg,5
UCQtA1YdFuHYjXPKa1-Pc5dA,5
UCsqOzXBX069HnYSgJ_HTxQw,5
UCnpL9xSZEFqnjvtt3y4oRYg,5
UCDVJ0SnDq67ZBKv81fndgKQ,5
UCTcGPCVOjEMnjHyKUciI6Xw,5
UCeuqg3bz8lMkElBYy4O-Drw,5
UCfewTEIAUwUUcEvkZ4OcVdQ,5
UCv3GNpkJNYv7W2CcdLMKeeg,5
UCvvr7AEujwyeML6tFlFl_Zg,5
UC-rOEaaqTBZKIO6jSdXpdPQ,5
UCqMr97bDnfo2UtgL-TtmP5w,5
UCLNIbYQkp3qIbLY-gzvD4kw,5
UCGFteZphdMTdEnlbuRpe5UA,5
UC5M2MQxRQFDZZOLeUt7-9pQ,5
UChZeXqfr5K-oGUfISJj1ZUg,5
UCz1MWTK8oebif5Sb5nS-Zqg,5
UC2K8sRze5m27lPGddWX0EXw,5
UCNuUNTqFmwFQuNVfic2xKmg,5
UCIg6hBWS00pGZI-gYi9-M0w,5
UC7Il508651Gtkj-4Ca-JeZg,5
UCa8LEwtYMIqB_FFZq75ST4Q,5
UCqUlhJXcorOA4elFy4UF6Cg,5
UCk7IToCfDt790URXODbh1EA,5
UCkzZzN-FyMgiGGbyPtWwO1Q,5
UC4ijBQknjgBzLPMzpVtlMmQ,5
UCAB7gH8FN4W5RRWLdW6_n1w,5
UCQcv_kvdpzs4fF8JUrxGFcA,5
UC9cBOjHbM8N_1iNZDEfGRxQ,5
UCcSSf6NLiboaq62lb6q2PkA,5
UCs_-B77ovzBt1eqD-fJU2nw,5
UCnQEMRzHlnA_8kuOMLfwGoQ,5
UCD4gzEbeBc35-JIn8GR5vig,5
UCTOxAh_MDuXtl0TJPZVL1sw,5
UCef5UERSC9yAOTs1wbSTHAQ,5
UCfID92astwm5deddqFs4GZg,5
UCunmKT34H-FRMKwmSpwKDBA,5
UCvdljMHCsy284JEz6hq572w,5
UC-QiTPDr_mwFVc3LYsdsM9w,5
UCq2wzl2Ua9GRwh1-jBMsX_A,5
UCL6IYRvgYLT1Raz4ACA4U9w,5
UCFKuSOAoyRtDsSEMCspy2ZQ,5
UCFv1Oom-YDvewN1lvE40KZg,5
UC51xec5jFwDMFLZjiYWdNKA,5
UChIxfr_fGyKEJut0KD2oTnA,5
UCyg4IhO6RfXOND36_NsDq8g,5
UC1zTtXm18JuYcZ6lccb3bGw,5
UCNajqUO53GfvFN2EFJ1zaTw,5
UC7C2oMBddupAN_50VFffjBQ,5
UCjpW7sdWD3wLaxRW-EoljsA,5
UCkMIXzuN4Ilij7dpPrvzg_g,5
UC4LX1jG9cITxgBNt3S_q2_Q,5
UCPoEbybnhgG_ZbjtSiu-sLw,5
UCQJxa7TwRe4WkRSnogGIAHw,5
UC9KK2_sWvZJq7DO7E6ldRWA,5
UCc29AsHSgL2934BI56IgTAg,5
UCsJTOLd_qFvByd162nwfkhw,5
UCn5DoFWrjHhMtD5czTRQlsQ,5
UC6eEwPQoJtAyZsy13w5FEwA,5
UC3dIsoHGobZWIU7THK3tGQw,5
UCuMwjmdeeHN-LtiJVTjAS9Q,5
UCKNbgAsFxPikABCpKtPUvyQ,5
UC8eEP8H5IhME_WZuWI5PSBQ,5
UCbRVO-BaX6HR9rX8j0YhBuw,5
UCBXjpwvZu8Gf04nftptNpjQ,5
UCyS4v76WqVn_Kr8QmRMczsQ,5
UCds_Rwk7PPbBveRG4P6m_8Q,5
UCE6sLam40gw-xDoIgkr_Kzw,5
UCFQ04lhX5jx-oaE8hfATmCg,5
UC0yUtSIpcVTO8dpyhFqbS_g,5
UCrskM0J-lEsbdnTiaUfohGA,5
